DATE,TIME,OPEN,HIGH,LOW,CLOSE,Volume,OI,
24 Apr2017,00:00:00,21590.05,21847.25,21567.60,21830.15,3080560,2992040,
21 Apr2017,00:00:00,21610.00,21660.40,21381.00,21541.45,3174040,2881840,
20 Apr2017,00:00:00,21525.50,21599.90,21492.05,21557.40,2863480,2912080,
19 Apr2017,00:00:00,21700.25,21740.15,21525.00,21617.20,3123480,3056600,
18 Apr2017,00:00:00,21745.00,21973.50,21670.90,21692.95,3902480,3088680,
17 Apr2017,00:00:00,21750.10,21756.95,21621.00,21702.05,1667840,3047720,
13 Apr2017,00:00:00,21700.25,21790.00,21661.00,21733.00,2240400,3079400,
12 Apr2017,00:00:00,21735.20,21813.05,21556.85,21710.20,3635040,2976240,
11 Apr2017,00:00:00,21498.30,21783.75,21498.30,21758.55,2681040,3032800,
10 Apr2017,00:00:00,21355.50,21585.95,21355.50,21558.85,2090160,2954240,
7 Apr2017,00:00:00,21555.35,21620.00,21411.00,21442.15,2411480,2848720,
6 Apr2017,00:00:00,21594.00,21723.25,21501.00,21642.80,3082440,2860720,
5 Apr2017,00:00:00,21596.15,21729.65,21535.10,21683.60,2179760,2736280,
3 Apr2017,00:00:00,21519.90,21588.70,21451.00,21576.80,1683600,2629400,
31 Mar2017,00:00:00,21512.25,21603.40,21465.50,21488.15,1909440,2616640,
30 Mar2017,00:00:00,21370.85,21654.00,21370.20,21609.35,3347440,1283120,
29 Mar2017,00:00:00,21277.85,21422.60,21256.65,21403.30,2557800,1620200,
28 Mar2017,00:00:00,21225.25,21265.00,21150.00,21235.10,2498160,1649160,
27 Mar2017,00:00:00,21001.50,21175.00,20992.25,21101.95,2475360,1875200,
24 Mar2017,00:00:00,20989.75,21206.60,20962.95,21140.65,2756240,2052400,
23 Mar2017,00:00:00,20870.15,20990.00,20822.50,20952.75,2324400,2040320,
22 Mar2017,00:00:00,21017.35,21017.35,20827.30,20849.10,2519400,2058480,
21 Mar2017,00:00:00,21153.70,21213.00,21037.55,21090.75,2184400,2171960,
20 Mar2017,00:00:00,21206.00,21235.95,21140.00,21182.55,1288160,2214440,
17 Mar2017,00:00:00,21678.50,21678.50,21190.95,21234.50,2220200,2234720,
16 Mar2017,00:00:00,21278.65,21347.10,21250.05,21310.80,2235800,2297560,
15 Mar2017,00:00:00,21152.65,21285.00,21116.65,21222.60,2247920,2356320,
14 Mar2017,00:00:00,21246.00,21326.30,21100.00,21146.70,3140080,2408480,
10 Mar2017,00:00:00,20889.40,20933.40,20703.30,20797.80,2700360,2146360,
9 Mar2017,00:00:00,20680.00,20864.30,20649.00,20793.25,2518200,2239840,
8 Mar2017,00:00:00,20699.90,20787.70,20588.10,20756.60,3510440,2367520,
7 Mar2017,00:00:00,20735.10,20767.35,20660.00,20718.05,1530080,2342400,
6 Mar2017,00:00:00,20625.75,20803.40,20610.20,20734.15,2390720,2394040,
3 Mar2017,00:00:00,20511.10,20619.85,20494.60,20579.90,2126520,2396320,
2 Mar2017,00:00:00,20925.35,20957.90,20581.45,20631.25,4225840,2506320,
1 Mar2017,00:00:00,20755.05,20900.40,20725.05,20846.95,2395920,2654680,
28 Feb2017,00:00:00,20680.10,20746.60,20635.10,20681.45,1820400,2640120,
27 Feb2017,00:00:00,20863.00,20879.95,20666.00,20682.00,2499440,2707120,
23 Feb2017,00:00:00,20879.00,21024.55,20832.50,20893.65,4096000,1837720,
22 Feb2017,00:00:00,20901.55,20927.00,20816.20,20857.95,3055320,2386200,
21 Feb2017,00:00:00,20660.00,20877.15,20595.80,20844.10,2880920,2681480,
20 Feb2017,00:00:00,20498.85,20689.80,20492.20,20656.85,2087080,2649240,
17 Feb2017,00:00:00,20750.35,20873.80,20420.30,20522.40,6618480,2576040,
16 Feb2017,00:00:00,20270.00,20326.00,20119.65,20285.40,3244880,2644000,
15 Feb2017,00:00:00,20318.90,20398.20,20153.05,20204.40,3721320,2754680,
14 Feb2017,00:00:00,20328.00,20337.40,20194.40,20298.65,2216840,2823080,
13 Feb2017,00:00:00,20310.00,20358.90,20131.25,20285.50,2844280,2831320,
10 Feb2017,00:00:00,20289.90,20360.00,20216.00,20273.00,2664080,2742080,
9 Feb2017,00:00:00,20455.00,20470.00,20055.55,20201.30,5312160,2693160,
8 Feb2017,00:00:00,20350.35,20455.00,20141.00,20360.70,4437200,2907240,
7 Feb2017,00:00:00,20398.15,20458.85,20330.55,20378.70,2432720,2835520,
6 Feb2017,00:00:00,20339.95,20504.65,20333.05,20423.35,2830040,2842840,
3 Feb2017,00:00:00,20073.45,20288.00,20057.00,20256.45,3016960,2766360,
2 Feb2017,00:00:00,20076.75,20208.40,19970.05,20117.05,4205480,2505800,
1 Feb2017,00:00:00,19550.00,20125.00,19510.00,20106.10,6162280,2446800,
31 Jan2017,00:00:00,19599.40,19710.00,19492.55,19588.45,2850440,1961080,
30 Jan2017,00:00:00,19761.55,19825.00,19633.00,19650.55,2358800,2076640,
27 Jan2017,00:00:00,19599.90,19874.80,19599.90,19793.50,3325880,2152240,
25 Jan2017,00:00:00,19124.65,19486.25,19118.20,19453.50,3662440,1290320,
24 Jan2017,00:00:00,18970.15,19102.00,18936.45,19052.40,2967800,1641240,
23 Jan2017,00:00:00,18799.95,18949.15,18742.15,18881.70,3426760,1779480,
20 Jan2017,00:00:00,19050.40,19100.00,18822.55,18861.70,3954480,2337000,
19 Jan2017,00:00:00,19163.10,19196.10,19074.00,19150.95,2400240,2639040,
18 Jan2017,00:00:00,19085.25,19297.40,19085.25,19199.75,2920760,2686480,
17 Jan2017,00:00:00,19132.20,19216.75,19025.55,19103.90,2874280,2624680,
16 Jan2017,00:00:00,18950.15,19168.15,18895.55,19138.50,3016160,2637040,
13 Jan2017,00:00:00,18955.00,18979.25,18801.75,18945.60,2591920,2459600,
12 Jan2017,00:00:00,18865.05,18974.80,18828.80,18901.30,3066720,2251560,
11 Jan2017,00:00:00,18525.00,18904.90,18520.00,18839.55,4705800,2188480,
10 Jan2017,00:00:00,18380.00,18458.00,18318.75,18430.70,2100760,1981200,
9 Jan2017,00:00:00,18343.00,18393.00,18265.00,18329.45,1754400,1907720,
6 Jan2017,00:00:00,18178.00,18365.50,18161.25,18308.00,3041400,1914920,
5 Jan2017,00:00:00,18050.00,18190.00,18019.10,18137.50,3558160,2084520,
4 Jan2017,00:00:00,18150.00,18150.00,17923.50,17941.85,3096600,2323560,
3 Jan2017,00:00:00,18050.50,18158.00,17855.50,18060.95,4103320,2061640,
2 Jan2017,00:00:00,18210.05,18261.20,17886.70,18034.30,3634480,2269880,
30 Dec2016,00:00:00,18060.00,18285.00,18043.95,18195.55,2603600,2035880,
29 Dec2016,00:00:00,17870.00,18049.30,17815.20,18018.10,3243720,922960,
28 Dec2016,00:00:00,17925.00,18058.95,17830.00,17864.40,3647200,1401800,
27 Dec2016,00:00:00,17694.00,17915.00,17631.40,17879.25,2808880,1733960,
26 Dec2016,00:00:00,17825.25,17849.80,17617.00,17673.20,2302520,2162320,
23 Dec2016,00:00:00,17889.00,17988.00,17847.05,17907.35,2469440,2208760,
22 Dec2016,00:00:00,18038.80,18064.30,17873.45,17934.65,3188440,2449760,
21 Dec2016,00:00:00,18162.30,18206.95,18088.30,18108.60,2037240,2410120,
20 Dec2016,00:00:00,18275.05,18313.20,18045.65,18111.90,3277440,2530160,
19 Dec2016,00:00:00,18299.45,18360.00,18251.00,18298.95,1718000,2226280,
16 Dec2016,00:00:00,18455.00,18455.00,18286.30,18337.25,2310200,2127000,
15 Dec2016,00:00:00,18189.80,18557.25,18160.60,18430.65,4906080,2080120,
14 Dec2016,00:00:00,18490.05,18496.80,18350.00,18378.50,2340960,2117560,
13 Dec2016,00:00:00,18405.00,18514.60,18320.00,18490.70,2433440,2083800,
12 Dec2016,00:00:00,18649.70,18654.95,18388.45,18422.75,2658880,2142960,
9 Dec2016,00:00:00,18592.00,18770.00,18457.80,18722.65,3581800,2129800,
8 Dec2016,00:00:00,18377.00,18608.00,18358.25,18558.55,3444760,1943400,
7 Dec2016,00:00:00,18560.00,18645.00,17980.00,18261.00,4695240,2243000,
6 Dec2016,00:00:00,18516.75,18567.50,18416.25,18475.20,2312280,2040920,
5 Dec2016,00:00:00,18319.90,18498.00,18246.10,18470.30,2929880,2049120,
2 Dec2016,00:00:00,18378.00,18560.00,18221.10,18331.25,4470440,2033520,
1 Dec2016,00:00:00,18718.45,18761.90,18448.10,18484.65,3438760,1961120,
30 Nov2016,00:00:00,18350.45,18744.00,18318.45,18700.95,4243040,1908240,
29 Nov2016,00:00:00,18359.80,18504.15,18253.25,18291.80,2847440,2145680,
28 Nov2016,00:00:00,18390.00,18541.50,18251.00,18373.45,3528600,1989560,
25 Nov2016,00:00:00,18311.00,18620.00,18311.00,18582.20,3017360,1993120,
24 Nov2016,00:00:00,18460.00,18466.80,18229.60,18263.95,4385560,1330360,
23 Nov2016,00:00:00,18649.90,18650.00,18471.00,18530.80,3172280,2043400,
22 Nov2016,00:00:00,18620.15,18651.00,18351.75,18572.15,4008400,2436240,
21 Nov2016,00:00:00,19085.00,19096.85,18341.40,18470.85,5263040,2560080,
18 Nov2016,00:00:00,19213.25,19259.30,18925.55,18993.25,3103240,2543040,
17 Nov2016,00:00:00,19117.35,19366.00,19035.05,19140.05,3986400,2412840,
16 Nov2016,00:00:00,19550.00,19649.00,19120.60,19141.65,3789720,2418000,
15 Nov2016,00:00:00,19840.00,19898.85,19306.10,19359.45,4978800,2247160,
11 Nov2016,00:00:00,20149.70,20332.00,19777.00,19820.25,4561240,1959840,
10 Nov2016,00:00:00,19860.00,20315.00,19816.25,20261.90,5732040,1951280,
9 Nov2016,00:00:00,18325.00,19632.00,18200.00,19583.50,7835040,1887280,
8 Nov2016,00:00:00,19513.30,19619.95,19375.00,19561.30,2479960,1685760,
7 Nov2016,00:00:00,19400.00,19435.80,19285.75,19395.20,2340600,1794160,
4 Nov2016,00:00:00,19225.25,19285.00,19041.25,19131.95,3009880,1948400,
3 Nov2016,00:00:00,19275.00,19379.30,19193.60,19266.25,2818840,1911320,
2 Nov2016,00:00:00,19299.00,19389.90,19222.35,19299.65,2849840,1926920,
1 Nov2016,00:00:00,19589.45,19650.00,19478.00,19525.10,2029600,1734960,
30 Oct2016,00:00:00,19690.00,19695.00,19517.45,19552.60,374360,1569960,
28 Oct2016,00:00:00,19635.00,19690.70,19459.45,19623.50,2842480,1535560,
27 Oct2016,00:00:00,19450.00,19543.10,19245.15,19497.95,3626120,769320,
26 Oct2016,00:00:00,19615.55,19674.30,19432.20,19488.65,3455200,1196000,
25 Oct2016,00:00:00,19880.00,19905.25,19710.05,19844.85,2524120,1700320,
24 Oct2016,00:00:00,19770.05,19899.00,19752.40,19820.70,2320960,1822040,
21 Oct2016,00:00:00,19651.10,19753.00,19521.20,19723.25,2332760,1842480,
20 Oct2016,00:00:00,19503.30,19734.00,19501.05,19669.20,3681960,1896080,
19 Oct2016,00:00:00,19570.00,19570.10,19352.00,19452.05,2609720,1893520,
18 Oct2016,00:00:00,19238.70,19552.45,19176.00,19523.65,4109960,1957160,
17 Oct2016,00:00:00,19180.00,19268.50,19015.00,19087.75,3564480,2148120,
14 Oct2016,00:00:00,19060.05,19113.35,18983.10,19086.20,2080200,2348760,
13 Oct2016,00:00:00,19386.00,19399.60,18872.00,19017.40,4283200,2397880,
10 Oct2016,00:00:00,19575.45,19617.40,19425.00,19464.50,1744000,2137000,
7 Oct2016,00:00:00,19490.00,19545.00,19407.05,19487.45,2307680,2064960,
6 Oct2016,00:00:00,19605.50,19675.00,19406.75,19483.30,3457040,2058480,
5 Oct2016,00:00:00,19884.65,19904.90,19582.50,19621.50,3283560,1960240,
4 Oct2016,00:00:00,19735.10,19850.00,19617.60,19784.80,3623440,1933600,
3 Oct2016,00:00:00,19511.15,19707.50,19450.30,19685.35,2978640,1909480,
30 Sep2016,00:00:00,19271.75,19447.00,19100.00,19402.75,3579120,1950040,
29 Sep2016,00:00:00,19790.50,19840.00,19042.50,19159.05,6544760,1019360,
28 Sep2016,00:00:00,19557.45,19740.00,19534.00,19691.70,3265120,1217800,
27 Sep2016,00:00:00,19711.10,19740.00,19511.00,19558.90,3430600,1791160,
26 Sep2016,00:00:00,19811.00,19849.65,19623.40,19644.90,2966880,1941080,
23 Sep2016,00:00:00,20188.80,20195.00,19915.00,19948.50,2489200,2236240,
22 Sep2016,00:00:00,20225.30,20349.00,20040.60,20162.10,4187040,2127480,
21 Sep2016,00:00:00,19965.05,20010.00,19828.00,19901.15,2374880,2154880,
20 Sep2016,00:00:00,20035.10,20035.10,19860.15,19921.80,1727280,2136240,
19 Sep2016,00:00:00,20001.75,20090.35,19922.00,19986.60,2092440,2181440,
16 Sep2016,00:00:00,20030.50,20317.40,19874.75,19944.95,4749400,2205240,
15 Sep2016,00:00:00,20030.10,20075.00,19816.00,19938.20,3090040,2256120,
14 Sep2016,00:00:00,19900.00,20044.80,19851.10,20014.20,2721600,2295480,
12 Sep2016,00:00:00,20001.25,20001.25,19760.00,19895.00,3517480,2318440,
9 Sep2016,00:00:00,20375.55,20459.95,20236.60,20350.40,3264840,2732280,
8 Sep2016,00:00:00,20531.40,20568.50,20421.90,20514.10,2511960,2893880,
7 Sep2016,00:00:00,20570.00,20649.45,20452.30,20507.90,3447800,2904080,
6 Sep2016,00:00:00,20140.00,20531.30,20082.05,20496.55,3499320,2956920,
2 Sep2016,00:00:00,19905.00,19999.95,19852.50,19971.75,2286120,2903080,
1 Sep2016,00:00:00,19879.85,19994.85,19790.75,19839.50,3203480,2905320,
31 Aug2016,00:00:00,19672.50,19925.00,19653.65,19859.95,3655560,2825760,
30 Aug2016,00:00:00,19405.00,19655.10,19370.15,19638.80,3273760,2613840,
29 Aug2016,00:00:00,19315.00,19431.90,19182.75,19314.45,2952520,2213360,
26 Aug2016,00:00:00,19409.95,19475.90,19226.30,19317.55,3337320,2058520,
25 Aug2016,00:00:00,19364.70,19438.00,19291.05,19306.45,2972720,743680,
24 Aug2016,00:00:00,19359.55,19409.80,19281.00,19376.00,2366160,1456240,
23 Aug2016,00:00:00,19322.00,19405.45,19245.00,19372.35,2417880,1810120,
22 Aug2016,00:00:00,19451.10,19496.10,19252.15,19340.40,2934320,1913960,
19 Aug2016,00:00:00,19387.95,19461.50,19323.75,19413.05,2403240,2194760,
18 Aug2016,00:00:00,19100.00,19388.40,19081.80,19361.35,3704600,2217400,
17 Aug2016,00:00:00,19012.50,19169.00,18970.00,19062.90,2940080,2044360,
16 Aug2016,00:00:00,18982.00,19094.95,18841.85,19037.25,2817360,1902440,
12 Aug2016,00:00:00,18776.30,19024.90,18728.05,18984.45,2994600,1822560,
11 Aug2016,00:00:00,18612.00,18769.75,18593.00,18720.25,2702600,1710320,
10 Aug2016,00:00:00,19020.00,19029.60,18680.00,18716.90,2968800,1894600,
9 Aug2016,00:00:00,19000.00,19079.00,18900.45,19007.10,2631760,1954720,
8 Aug2016,00:00:00,19060.00,19104.25,18974.15,19012.60,1677320,1839440,
5 Aug2016,00:00:00,18775.00,19040.00,18355.00,19011.35,2745240,1843040,
4 Aug2016,00:00:00,18812.20,18812.20,18526.70,18704.60,3481120,1763720,
3 Aug2016,00:00:00,18795.00,18890.00,18632.20,18693.20,2922040,1953840,
2 Aug2016,00:00:00,18898.50,18962.05,18755.25,18822.50,2226440,1908400,
1 Aug2016,00:00:00,19045.00,19180.00,18718.30,18846.40,3522440,1889720,
29 Jul2016,00:00:00,19199.50,19199.50,19000.20,19049.40,1940080,1727880,
28 Jul2016,00:00:00,19084.75,19139.00,18995.10,19074.65,3147320,749960,
27 Jul2016,00:00:00,18880.00,19129.60,18866.05,19025.30,3699840,1305000,
26 Jul2016,00:00:00,18955.00,19065.55,18820.00,18864.10,2583080,1544320,
25 Jul2016,00:00:00,18659.85,19080.00,18606.95,19012.55,3535200,1784360,
22 Jul2016,00:00:00,18724.95,18776.95,18580.20,18734.95,2797440,1937240,
21 Jul2016,00:00:00,19025.00,19063.95,18690.00,18722.10,3462600,2114680,
20 Jul2016,00:00:00,18911.25,19070.00,18911.25,19031.70,1945720,2324480,
19 Jul2016,00:00:00,18969.90,19075.05,18855.00,18961.65,3070880,2325600,
18 Jul2016,00:00:00,19025.00,19176.00,18921.05,18959.00,2754080,2380640,
15 Jul2016,00:00:00,18910.00,19045.10,18813.00,18974.35,2858600,2395160,
14 Jul2016,00:00:00,18630.10,18921.95,18598.15,18903.10,3060760,2353160,
13 Jul2016,00:00:00,18695.30,18728.30,18582.00,18650.35,2304360,2221240,
12 Jul2016,00:00:00,18540.00,18712.45,18509.80,18696.65,2476560,2225040,
11 Jul2016,00:00:00,18275.00,18497.00,18252.30,18478.70,2582480,2082960,
8 Jul2016,00:00:00,18130.00,18130.00,17963.00,18059.50,2443160,1887200,
7 Jul2016,00:00:00,18100.00,18225.65,18050.10,18139.25,2783120,1869320,
5 Jul2016,00:00:00,18050.00,18160.00,18036.00,18073.75,2139240,1866400,
4 Jul2016,00:00:00,18155.00,18193.00,18086.15,18143.70,2002760,1932080,
1 Jul2016,00:00:00,18032.00,18147.00,18025.00,18054.80,2328440,1825200,
30 Jun2016,00:00:00,17802.50,17976.85,17781.10,17926.50,2872710,562410,
29 Jun2016,00:00:00,17612.15,17748.85,17584.45,17696.95,2636550,1034670,
28 Jun2016,00:00:00,17455.15,17629.60,17455.15,17553.55,2546070,1291170,
27 Jun2016,00:00:00,17349.95,17583.90,17339.85,17490.05,2901090,1652730,
24 Jun2016,00:00:00,17330.25,17430.00,16910.00,17393.00,6505440,1764870,
23 Jun2016,00:00:00,17585.05,17919.55,17585.05,17890.50,3361320,1825410,
22 Jun2016,00:00:00,17600.00,17765.65,17500.00,17597.70,2912010,1800780,
21 Jun2016,00:00:00,17715.30,17754.85,17603.00,17623.10,2220210,1778880,
20 Jun2016,00:00:00,17465.25,17795.55,17420.15,17728.35,3744810,1791960,
17 Jun2016,00:00:00,17755.10,17860.00,17610.00,17699.15,2715240,1459470,
16 Jun2016,00:00:00,17780.00,17818.90,17532.85,17687.45,4428930,1529490,
15 Jun2016,00:00:00,17700.25,17905.85,17593.00,17877.30,3485850,1647420,
14 Jun2016,00:00:00,17664.00,17695.00,17527.00,17638.40,2669640,1574250,
13 Jun2016,00:00:00,17625.00,17643.30,17482.10,17562.15,2908290,1596930,
10 Jun2016,00:00:00,17800.00,18026.80,17751.15,17797.05,3519660,1755330,
9 Jun2016,00:00:00,17825.25,17937.85,17751.15,17843.35,3451680,1797630,
8 Jun2016,00:00:00,17907.00,17959.70,17793.05,17897.95,2519040,1814880,
7 Jun2016,00:00:00,17773.15,17949.00,17660.50,17893.40,4185630,1819710,
6 Jun2016,00:00:00,17675.05,17745.00,17620.20,17671.45,2284440,1663380,
3 Jun2016,00:00:00,17624.40,17738.50,17615.00,17655.85,2316780,1724790,
2 Jun2016,00:00:00,17400.00,17603.55,17334.00,17573.65,2882640,1764480,
1 Jun2016,00:00:00,17631.10,17644.00,17381.10,17419.70,3022860,1656030,
31 May2016,00:00:00,17584.70,17640.05,17445.30,17612.55,2710410,1705950,
30 May2016,00:00:00,17540.00,17657.95,17466.10,17507.65,2119470,1704930,
27 May2016,00:00:00,17310.00,17533.00,17310.00,17491.40,3021570,1740570,
26 May2016,00:00:00,17065.00,17378.75,16968.55,17333.20,3178650,701250,
25 May2016,00:00:00,16675.00,17045.00,16610.05,17013.60,3827670,1119900,
24 May2016,00:00:00,16424.70,16523.95,16379.00,16488.10,2399040,1404570,
23 May2016,00:00:00,16625.00,16638.00,16390.00,16429.40,3024450,1571130,
20 May2016,00:00:00,16598.00,16668.80,16475.05,16505.85,2714790,1654740,
19 May2016,00:00:00,17282.35,17282.35,16538.00,16563.65,2744220,1730280,
18 May2016,00:00:00,16675.00,16798.00,16575.00,16761.45,3098340,1741560,
17 May2016,00:00:00,16869.00,16942.00,16766.70,16812.00,3124080,1712880,
16 May2016,00:00:00,16753.35,16833.00,16450.05,16788.65,4433880,1668150,
13 May2016,00:00:00,16923.00,16959.95,16600.50,16738.10,3232890,1714470,
12 May2016,00:00:00,16890.50,17019.00,16820.25,16986.40,3533340,1776240,
11 May2016,00:00:00,16573.20,16928.00,16544.50,16785.25,4146630,1657620,
10 May2016,00:00:00,16772.35,16885.00,16685.75,16853.80,2592240,1679640,
9 May2016,00:00:00,16407.65,16794.95,16407.65,16772.00,2953290,1677930,
6 May2016,00:00:00,16343.00,16423.00,16261.00,16378.70,2259030,1679700,
5 May2016,00:00:00,16350.35,16495.00,16280.00,16384.45,3124980,1663500,
4 May2016,00:00:00,16410.00,16550.00,16333.10,16360.70,3055260,1748070,
3 May2016,00:00:00,16657.00,16820.00,16428.20,16466.25,3893100,1892130,
2 May2016,00:00:00,16720.45,16756.25,16590.60,16620.80,3177060,1780710,
29 Apr2016,00:00:00,16774.90,16946.25,16560.90,16888.35,4934850,1776810,
28 Apr2016,00:00:00,16860.00,17036.45,16706.00,16726.10,3682410,557760,
27 Apr2016,00:00:00,16910.00,17005.10,16850.00,16897.75,2736870,1174230,
26 Apr2016,00:00:00,16650.00,17069.00,16575.05,17028.00,4119930,1509690,
25 Apr2016,00:00:00,16767.00,16782.00,16591.30,16689.45,2483940,1801650,
22 Apr2016,00:00:00,16513.00,16758.00,16466.65,16727.85,3250200,1902960,
21 Apr2016,00:00:00,16576.00,16770.00,16564.90,16640.00,4088910,1905960,
20 Apr2016,00:00:00,16315.10,16415.00,16169.00,16385.65,3365160,1820490,
18 Apr2016,00:00:00,16360.00,16400.00,16000.00,16237.35,2924100,1673190,
13 Apr2016,00:00:00,16131.00,16416.00,16085.10,16332.75,3469800,1721580,
12 Apr2016,00:00:00,15821.05,15998.00,15821.05,15936.75,2943120,1644510,
11 Apr2016,00:00:00,15682.00,15939.85,15480.00,15896.05,4071570,1736400,
8 Apr2016,00:00:00,15568.00,15720.00,15543.60,15652.10,2564220,1780680,
7 Apr2016,00:00:00,15755.90,15795.40,15509.00,15591.40,3891840,1704660,
6 Apr2016,00:00:00,15750.00,15819.00,15621.00,15706.05,2950830,1765350,
5 Apr2016,00:00:00,16143.00,16261.55,15692.20,15732.60,5677440,1771500,
4 Apr2016,00:00:00,16306.95,16341.65,16126.00,16257.90,2216460,1637790,
1 Apr2016,00:00:00,16200.00,16320.00,16088.00,16253.15,2962320,1727640,
31 Mar2016,00:00:00,16100.00,16293.95,16079.60,16148.60,3388920,860010,
30 Mar2016,00:00:00,15879.00,16179.00,15784.25,16147.40,3788970,1200420,
29 Mar2016,00:00:00,15640.00,15827.00,15622.95,15714.50,3241470,1540050,
28 Mar2016,00:00:00,15890.10,15909.60,15569.95,15666.70,3251880,2010990,
23 Mar2016,00:00:00,15952.65,15963.00,15810.00,15936.20,2820750,2402460,
22 Mar2016,00:00:00,15906.35,16005.00,15800.00,15969.00,3087930,2457900,
21 Mar2016,00:00:00,15745.00,15965.70,15740.00,15941.55,3451410,2350350,
18 Mar2016,00:00:00,15492.25,15695.95,15457.05,15669.65,3594330,2156070,
17 Mar2016,00:00:00,15661.00,15749.00,15326.50,15433.95,4270830,1866960,
16 Mar2016,00:00:00,15206.00,15555.00,15206.00,15536.00,3829740,1883850,
15 Mar2016,00:00:00,15350.00,15449.90,15305.00,15398.90,2616180,1824240,
14 Mar2016,00:00:00,15380.50,15477.00,15282.95,15335.55,3071820,1875780,
11 Mar2016,00:00:00,15205.00,15410.00,15060.50,15243.05,4405740,1852110,
10 Mar2016,00:00:00,15370.05,15401.00,15110.00,15234.10,3140670,1889640,
9 Mar2016,00:00:00,15020.00,15394.90,14980.45,15342.00,3790200,1948890,
8 Mar2016,00:00:00,15350.00,15350.00,15051.10,15153.40,3134490,1922430,
4 Mar2016,00:00:00,15201.05,15451.00,14962.00,15328.45,4530090,1963590,
3 Mar2016,00:00:00,15184.90,15198.00,14976.00,15148.35,3313800,1992570,
2 Mar2016,00:00:00,14701.05,15155.75,14701.05,15109.60,5342550,2051970,
1 Mar2016,00:00:00,14195.00,14478.00,14081.00,14452.75,3900480,2260110,
29 Feb2016,00:00:00,13887.45,14244.00,13406.40,13989.35,7602120,2205240,
26 Feb2016,00:00:00,13762.75,13945.00,13634.00,13848.85,3387780,2151060,
25 Feb2016,00:00:00,13801.10,13850.00,13541.25,13567.90,3858480,1081020,
24 Feb2016,00:00:00,13950.00,13979.95,13752.00,13790.55,4142160,1728330,
23 Feb2016,00:00:00,14361.45,14361.45,13952.00,14010.50,4208700,2094060,
22 Feb2016,00:00:00,14335.50,14474.00,14315.00,14395.70,3013860,2114220,
19 Feb2016,00:00:00,14249.00,14418.90,14210.00,14358.90,2988420,2238480,
18 Feb2016,00:00:00,14325.05,14387.95,14149.95,14289.80,3703680,2439600,
17 Feb2016,00:00:00,14119.95,14216.30,13890.95,14163.95,4185450,2287680,
16 Feb2016,00:00:00,14570.25,14588.00,14120.15,14140.65,3626070,2339430,
15 Feb2016,00:00:00,14088.65,14538.15,14069.95,14430.75,3702480,2339430,
12 Feb2016,00:00:00,14080.00,14169.75,13812.60,13982.45,4400670,2673120,
11 Feb2016,00:00:00,14619.00,14619.00,13956.55,14020.00,4664700,2827950,
10 Feb2016,00:00:00,14780.25,14837.30,14531.00,14643.25,4223670,2768490,
9 Feb2016,00:00:00,14810.65,15015.10,14796.20,14919.95,3314880,2531880,
8 Feb2016,00:00:00,15252.00,15412.00,14970.00,15072.30,3710310,2588970,
5 Feb2016,00:00:00,14981.95,15269.90,14905.05,15226.20,3462840,2595120,
4 Feb2016,00:00:00,15024.85,15077.00,14787.30,14921.55,3155820,2574990,
3 Feb2016,00:00:00,14905.35,15011.15,14800.00,14892.85,3717630,2547060,
2 Feb2016,00:00:00,15381.65,15516.95,15056.75,15112.05,4869270,2575740,
1 Feb2016,00:00:00,15583.75,15605.85,15322.00,15363.25,3020730,2365140,
29 Jan2016,00:00:00,15347.90,15578.00,15171.60,15536.80,3709500,2124480,
28 Jan2016,00:00:00,15549.70,15564.90,15355.00,15397.20,3431760,797940,
27 Jan2016,00:00:00,15612.10,15629.20,15412.65,15518.30,3489300,1460070,
25 Jan2016,00:00:00,15660.00,15681.30,15460.00,15516.20,3017460,2178390,
22 Jan2016,00:00:00,15340.00,15607.80,15261.00,15493.25,4337790,2503260,
21 Jan2016,00:00:00,15080.00,15360.00,14901.00,15105.00,5202360,2813370,
20 Jan2016,00:00:00,15060.00,15060.00,14730.00,14909.15,3986670,2928330,
19 Jan2016,00:00:00,15083.65,15348.00,15083.65,15272.95,3273870,2864670,
18 Jan2016,00:00:00,15185.00,15347.00,14985.35,15050.90,4156350,2946270,
15 Jan2016,00:00:00,15570.00,15639.00,15161.50,15204.25,3197280,2971920,
14 Jan2016,00:00:00,15619.95,15808.70,15455.00,15588.40,3982200,2808690,
13 Jan2016,00:00:00,15879.80,15974.00,15536.00,15879.75,4877730,2734080,
12 Jan2016,00:00:00,16125.30,16125.30,15723.30,15783.95,3437070,2893620,
11 Jan2016,00:00:00,15932.35,16186.00,15841.40,16035.85,3456450,2501700,
8 Jan2016,00:00:00,16161.00,16264.00,16126.05,16151.65,2062890,2407950,
7 Jan2016,00:00:00,16296.00,16344.40,16058.00,16099.15,3138090,2418480,
6 Jan2016,00:00:00,16550.00,16659.30,16376.00,16454.75,3050610,2364870,
5 Jan2016,00:00:00,16695.00,16700.00,16516.65,16579.90,2611260,2257410,
4 Jan2016,00:00:00,16998.00,17000.00,16603.00,16629.45,3500490,2085210,
1 Jan2016,00:00:00,16909.85,17144.85,16823.00,17096.80,2001210,1753500,
31 Dec2015,00:00:00,16903.05,16965.00,16900.00,16926.60,1878360,729420,
30 Dec2015,00:00:00,17035.00,17035.00,16885.00,16913.70,1763550,1199550,
29 Dec2015,00:00:00,16948.70,17025.00,16886.70,17010.80,2624730,1441530,
